business_name,address,phone,region,district,town,open_date,status
온업뷰티,"충청북도 청주시 상당구 쇠내로145번길 15, 금천 뉴타운 아파트 A동 1층 105호 (금천동)",,충청북도,청주시,상당구,,active
에필바디&스킨,"부산광역시 남구 분포로 145, 2층 2030호 (용호동, 더블유)",,부산광역시,남구,분포로,,active
힐링다온,"충청남도 천안시 서북구 서부6길 36, 1층 (성정동)",,충청남도,천안시,서북구,,active
에스플로리아,"경기도 용인시 기흥구 흥덕2로65번길 2-8, 1층 일부호 (영덕동)",,경기도,용인시,기흥구,,active
예쁨하나 건강두스푼 김해점,"경상남도 김해시 김해대로 2342, 2층 A204호 (부원동)",,경상남도,김해시,김해대로,,active
수왁싱,"부산광역시 부산진구 서전로9번길 32, 3층 (부전동)",,부산광역시,부산진구,서전로9번길,,active
니즈왁싱,"광주광역시 서구 군분로129번길 20-1, 3층 (화정동)",,광주광역시,서구,군분로129번길,,active
치유가인,"경기도 수원시 팔달구 인계로94번길 21, 수일빌딩 2층 (인계동)",,경기도,수원시,팔달구,,active
리아뷰티 앤 테라피,"경상남도 김해시 율하6로 67, 605,606,607호 (장유동)",,경상남도,김해시,율하6로,,active
고원장의 모공세척테라피 금천점,"서울특별시 금천구 시흥대로 315, 금천롯데캐슬골드파크4차 960동 218호 (독산동)",,서울특별시,금천구,시흥대로,,active
염색&피부,"경기도 평택시 둥구재길 43, 1층 (이충동)",,경기도,평택시,둥구재길,,active
숲칼프 이천점,"경기도 이천시 설봉로 23, 2층 (관고동)",,경기도,이천시,설봉로,,active
영스킨앤바디,"서울특별시 영등포구 선유로9길 10, 문래 SK V1 center 209호 (문래동6가)",,서울특별시,영등포구,선유로9길,,active
퍼나머널 뷰티,"대구광역시 달서구 장기로 255, 봉구빌딩 3층 (장기동)",,대구광역시,달서구,장기로,,active
온스킨앤바디,"광주광역시 광산구 무진대로 272-8, 3층 A304호 (우산동)",,광주광역시,광산구,무진대로,,active
민정에스테틱,"충청북도 충주시 대림9길 29, 1층 (문화동)",,충청북도,충주시,대림9길,,active
무모왁싱,"인천광역시 미추홀구 용정공원로83번길 43, e편한세상 시티 인하대역 1층 115호 (용현동)",,인천광역시,미추홀구,용정공원로83번길,,active
힐링유(Healing U),"경기도 파주시 경의로 1218, 월드타워12차 416호 (와동동)",,경기도,파주시,경의로,,active
스완테라피,"경기도 안산시 단원구 광덕동로 41, 로진프라자 309호 일부 (고잔동)",,경기도,안산시,단원구,,active
여러모로,"경기도 안산시 상록구 수암2길 5, 2층 (수암동)",,경기도,안산시,상록구,,active
베버리힐즈피부관리,"대구광역시 수성구 청수로26길 46, 2층 201호 (두산동)",,대구광역시,수성구,청수로26길,,active
인단가향 얼굴 체형 관리전문,"부산광역시 수영구 수영로646번길 17-5, 1층 (광안동)",,부산광역시,수영구,수영로646번길,,active
마가의숲,"경상북도 포항시 남구 오천읍 남원로 85-73, 1층",,경상북도,포항시,남구,,active
루에르왁싱,"부산광역시 수영구 광남로 14, 한주빌딩 4층 (남천동)",,부산광역시,수영구,광남로,,active
렛잇비(Let it be),"경기도 양주시 옥정동로7길 103, 어메이든 오피스텔 211호 (옥정동)",,경기도,양주시,옥정동로7길,,active
퀄리티,"대구광역시 남구 중앙대로29길 7, 3층 (대명동)",,대구광역시,남구,중앙대로29길,,active
SU 테라피 앤 왁싱,"부산광역시 해운대구 세실로69번길 7, 이스트월드 701호 (좌동)",,부산광역시,해운대구,세실로69번길,,active
이엘 에스테틱,"전북특별자치도 군산시 수송안1길 7-7, 1층 (수송동)",,전북특별자치도,군산시,수송안1길,,active
애온,경상북도 구미시 봉곡북로7길 28 (봉곡동),,경상북도,구미시,봉곡북로7길,,active
숲칼프 수원인계점,"경기도 수원시 팔달구 인계로 140, 시안프라자 2층 202 일부호 (인계동)",,경기도,수원시,팔달구,,active
휴힐링타이,"전북특별자치도 익산시 무왕로23길 17, 2층 (부송동)",,전북특별자치도,익산시,무왕로23길,,active
뷰티팔레트,"대전광역시 서구 도산로 316, 1층 일부호 (가장동)",,대전광역시,서구,도산로,,active
동안뷰티끄,"대전광역시 서구 도산로335번길 35, 1층 일부호 (괴정동)",,대전광역시,서구,도산로335번길,,active
아빚 에스테틱,"경기도 과천시 과천대로2길 6, 과천 테라스 원 5층 505호 (갈현동)",,경기도,과천시,과천대로2길,,active
빛다브로우,"서울특별시 중랑구 중랑역로 168, 상원빌딩 1층 101호 (묵동)",,서울특별시,중랑구,중랑역로,,active
레인드랍,"부산광역시 영도구 대교로2번길 7, 4층 (봉래동3가)",,부산광역시,영도구,대교로2번길,,active
진에스테틱,"경기도 오산시 여들동로 26, 상가동 107호 (서동, 더샵오산엘리포레)",,경기도,오산시,여들동로,,active
더 가꿈,"경상북도 경주시 초당길15번길 31, 2층 (동천동)",,경상북도,경주시,초당길15번길,,active
이츠제이뷰티 전주,"전북특별자치도 전주시 완산구 감나무3길 4, 2층일부층 (서신동)",,전북특별자치도,전주시,완산구,,active
그레이스 미사 피부관리,"경기도 하남시 미사강변대로54번길 80, 메디포레 3층 306, 307호 (풍산동)",,경기도,하남시,미사강변대로54번길,,active
쌍문코지샤인에스테틱,"서울특별시 도봉구 도봉로109길 8, 101호 (쌍문동, 스마트타운)",,서울특별시,도봉구,도봉로109길,,active
더옴므왁싱(THE HOMME WAXING),"경기도 하남시 미사강변동로 100-1, 미사역 파라곤 스퀘어 지1층 B137호 (망월동)",,경기도,하남시,미사강변동로,,active
에블바비,"경기도 하남시 미사강변동로 100-1, 미사역 파라곤 스퀘어 지1층 B122호 일부호 (망월동)",,경기도,하남시,미사강변동로,,active
올리(OLI),"경기도 안산시 단원구 중앙대로 895, 유창빌딩 3층 301호 (고잔동)",,경기도,안산시,단원구,,active
유니뷰티,"경기도 평택시 비전9길 12-8, 1동 1층 (비전동)",,경기도,평택시,비전9길,,active
케어셀라,"경상남도 거창군 거창읍 거열로8길 76, 더샵거창포르시엘 상가동 1층 3호",,경상남도,거창군,거창읍,,active
바른몸애대구수성점,"대구광역시 수성구 달구벌대로619길 5-1, 1층 (시지동)",,대구광역시,수성구,달구벌대로619길,,active
리무드(REMOOD),"서울특별시 강남구 학동로101길 11, 6층 610호 (청담동)",,서울특별시,강남구,학동로101길,,active
프롬미광명점,"경기도 광명시 철산로 36, 양정타워 8층 803호 (철산동)",,경기도,광명시,철산로,,active
유 스킨케어,"광주광역시 서구 월드컵4강로28번길 43, 4층 (화정동)",,광주광역시,서구,월드컵4강로28번길,,active
살롱드쉬,"경기도 수원시 권선구 고산로6번길 40, 나동 1층 일부호 (고색동)",,경기도,수원시,권선구,,active
엘beauty,"경기도 수원시 장안구 율전로101번길 53-3, 1층 일부호 (율전동)",,경기도,수원시,장안구,,active
퓨어하늬 스킨앤바디,"서울특별시 강동구 천호대로 1024, B동 336호 (성내동)",,서울특별시,강동구,천호대로,,active
센트럴왁싱 구월점,"인천광역시 남동구 문화로 67-1, 3층 일부호 (구월동)",,인천광역시,남동구,문화로,,active
스페이스뷰티 달빛축제공원역점,"인천광역시 연수구 아트센터대로168번길 101, 송도랜드마크푸르지오시티 209호 (송도동)",,인천광역시,연수구,아트센터대로168번길,,active
르올 에스테틱,"대전광역시 유성구 문화원로47번길 3, 지상1층 (궁동)",,대전광역시,유성구,문화원로47번길,,active
유온리 에스테틱,"경기도 성남시 분당구 분당로53번길 13, 산호트윈스2 2층 205(일부)호 (서현동)",,경기도,성남시,분당구,,active
한나비,"충청북도 청주시 흥덕구 서현북로 86, 3층 302호 (가경동)",,충청북도,청주시,흥덕구,,active
올바른미테라피,"서울특별시 금천구 시흥대로73길 67, 엠메디컬타워 13층 1305호 (시흥동)",,서울특별시,금천구,시흥대로73길,,active
비비드(VIVID),"인천광역시 연수구 먼우금로161번길 12, 상가동 203호 (동춘동, 롯데아파트)",,인천광역시,연수구,먼우금로161번길,,active
헤라수정테라피,"서울특별시 양천구 목동로23길 22, 101호 (신정동)",,서울특별시,양천구,목동로23길,,active
올가드림뷰티만성점,"전북특별자치도 전주시 덕진구 만성북4길 27, 1층 일부호 (만성동)",,전북특별자치도,전주시,덕진구,,active
피부담다,"경기도 시흥시 수인로3312번길 16, T동 T217호 (대야동, 시흥 센트럴 푸르지오)",,경기도,시흥시,수인로3312번길,,active
마르멜로(Marmelo),"경기도 남양주시 다산중앙로 132, 다산역 데시앙 343호 (다산동)",,경기도,남양주시,다산중앙로,,active
나위시에스테틱 가정역점,"인천광역시 서구 염곡로464번길 30, 벨라미 루원 1동 412호 (가정동)",,인천광역시,서구,염곡로464번길,,active
노바 뷰티샾,"서울특별시 강남구 언주로135길 32-13, 지상1층 102호 (논현동)",,서울특별시,강남구,언주로135길,,active
에스테틱 안,"경상남도 김해시 함박로 121, 덕산베스트타운 주상가 207동 212호 (외동)",,경상남도,김해시,함박로,,active
제이스킨,"경상북도 포항시 북구 흥해읍 흥해로82번길 1, 1층 3호",,경상북도,포항시,북구,,active
굿데이아로마,"제주특별자치도 제주시 사장1길 34, 2층 201호 (연동, 크라운빌)",,제주특별자치도,제주시,사장1길,,active
여우눈썹,"경기도 용인시 수지구 풍덕천로 149, 현대그린프라자 3층 314호 (풍덕천동)",,경기도,용인시,수지구,,active
아낸티뷰티,"광주광역시 광산구 장신로50번길 10-1, 2층 (장덕동)",,광주광역시,광산구,장신로50번길,,active
온 왁싱,"경기도 성남시 분당구 야탑로69번길 21, 영진다이비스상가 209호 (야탑동)",,경기도,성남시,분당구,,active
해윤,"광주광역시 서구 상무공원로 10, 광민빌딩 2층 (치평동)",,광주광역시,서구,상무공원로,,active
202프레젠트,"인천광역시 서구 가정로 451, 벨라미센텀시티 1동 7층 744호 (가정동)",,인천광역시,서구,가정로,,active
더퀸즈,"인천광역시 서구 이음5로 24, 검단 쓰리엠타워 1동 205호 (원당동)",,인천광역시,서구,이음5로,,active
슈와브뷰티,"경기도 시흥시 은행로 189, 청구아파트 상가동 203호 (대야동)",,경기도,시흥시,은행로,,active
"에스테틱,치유","경상남도 창원시 의창구 북면 동전로110번길 8, 플래츠나인 복합상가 1층 119호",,경상남도,창원시,의창구,,active
건강한피부,"경상남도 진주시 돗골로117번길 21, 2층 일부 (상평동)",,경상남도,진주시,돗골로117번길,,active
정스킨 피부관리실,"서울특별시 송파구 위례송파로 89, 103호 (거여동, 송파 레이크힐)",,서울특별시,송파구,위례송파로,,active
로아 에스테틱,"대구광역시 중구 재마루길 94, 1층 (남산동)",,대구광역시,중구,재마루길,,active
수미담 에스테틱,"경기도 이천시 서희로72번길 39, 1층 (창전동)",,경기도,이천시,서희로72번길,,active
피오니 스킨 앤 바디,"부산광역시 연제구 과정로343번길 22, 더스타 B동 2층 B202호 (연산동)",,부산광역시,연제구,과정로343번길,,active
와이앤케이뷰티(Y&Kbeauty),"광주광역시 북구 중가로3번길 25, 1층 113호 (임동, 국제미소래 1차)",,광주광역시,북구,중가로3번길,,active
효원풋앤바디 지축마사지,"경기도 고양시 덕양구 지축로 70, 지축푸리마타워 313,314호 (지축동)",,경기도,고양시,덕양구,,active
키코왁싱,"서울특별시 마포구 삼개로 7-1, 2층 (도화동)",,서울특별시,마포구,삼개로,,active
아이바비,"서울특별시 양천구 목동중앙서로7가길 39, 201호 (목동)",,서울특별시,양천구,목동중앙서로7가길,,active
온점,"대전광역시 중구 선화서로126번길 5, 1층 (선화동)",,대전광역시,중구,선화서로126번길,,active
아원 에스테틱,"인천광역시 서구 이음대로 475, 금강프라자 104호 (당하동)",,인천광역시,서구,이음대로,,active
약손명가에스테틱(인천검단신도시점),"인천광역시 서구 이음5로 36, 더원타워 706,707호 (원당동)",,인천광역시,서구,이음5로,,active
공드린에스테틱,"부산광역시 동래구 충렬대로107번길 65, 315동 2층 204호 (온천동, 동래 래미안 아이파크)",,부산광역시,동래구,충렬대로107번길,,active
올가드림뷰티 구영점,"울산광역시 울주군 범서읍 대리2길 39, 1층",,울산광역시,울주군,범서읍,,active
소솜에스테틱,"전북특별자치도 전주시 덕진구 솔내8길 23-6, 1층 4호 (송천동1가)",,전북특별자치도,전주시,덕진구,,active
더 이플 뷰티(THE 이플 BEAUTY),"인천광역시 남동구 문화서로3번길 23, 1층 일부호 (구월동)",,인천광역시,남동구,문화서로3번길,,active
브로우 하다,"경기도 이천시 갈산로 82, 3층 (증포동)",,경기도,이천시,갈산로,,active
뽀용왁싱,"광주광역시 북구 서하로 124, 상가동 2층 203호 (용봉동)",,광주광역시,북구,서하로,,active
라벨라뷰티,"부산광역시 해운대구 대천로103번길 61, 상가동 3층 306호 (좌동, 엘지아파트)",,부산광역시,해운대구,대천로103번길,,active
주주스뷰티(JuJu's Beauty),"서울특별시 중랑구 겸재로 157-8, 1층 101호 (면목동, 어울림홈타운)",,서울특별시,중랑구,겸재로,,active
LOUVERA(루베라),"경기도 구리시 건원대로 42, 삼원골드프라자 2층 202호 (인창동)",,경기도,구리시,건원대로,,active
배기영 힐링테라피 신사1호점,"서울특별시 서초구 나루터로15길 22, 3층 (잠원동)",,서울특별시,서초구,나루터로15길,,active
연 뷰티,"인천광역시 연수구 청명로31번길 1, 201호 (청학동)",,인천광역시,연수구,청명로31번길,,active
더맑은스킨 광주신창점,"광주광역시 광산구 신창로 115, 1층 (신창동)",,광주광역시,광산구,신창로,,active
케이(K)에스테틱,"부산광역시 남구 용호로178번길 3, 1층 10~11호 (용호동, 도오상가아파트)",,부산광역시,남구,용호로178번길,,active
수(Su)에스테틱,"부산광역시 남구 용호로42번길 19, 2층 (용호동)",,부산광역시,남구,용호로42번길,,active
포에틱 에스테틱 화성봉담점,"경기도 화성시 봉담읍 동화길 85, 507호",,경기도,화성시,봉담읍,,active
이엘뷰티,"경기도 화성시 동탄대로21가길 4-17, 지하 1층 (영천동)",,경기도,화성시,동탄대로21가길,,active
더가꿈 프리미엄왁싱 하드&슈가링&브라질리언 안산본점,"경기도 안산시 단원구 고잔로 88, 지스타(JISTAR) 910호 (고잔동)",,경기도,안산시,단원구,,active
더맑은에스테틱,"경기도 안산시 단원구 광덕2로 185-20, 골드프라자 603호일부 (고잔동)",,경기도,안산시,단원구,,active
자연으로,"충청남도 천안시 서북구 성환읍 성환2로 86, 1층",,충청남도,천안시,서북구,,active
뮬에스테틱,"서울특별시 영등포구 국회대로 574, K574빌딩 4층 401호 (당산동3가)",,서울특별시,영등포구,국회대로,,active
디어유테라피,"경기도 안양시 동안구 관악대로 255, 3층 일부호 (비산동)",,경기도,안양시,동안구,,active
수앤에스테틱,"경기도 안양시 동안구 경수대로596번길 62-15, 1층 일부호 (호계동)",,경기도,안양시,동안구,,active
에스엔비아이(SNBI),"대구광역시 동구 안심로 370, 4층 (신서동)",,대구광역시,동구,안심로,,active
원더탠 태닝&왁싱,"경상남도 양산시 양산역로 105, 306호 (중부동)",,경상남도,양산시,양산역로,,active
정희샵(J.hee#),"울산광역시 북구 제내5길 28, 무지개아파트 상가동 지상1층 105호 (신천동)",,울산광역시,북구,제내5길,,active
니크,"대구광역시 달서구 월배로93길 99, 1층 1호 (송현동)",,대구광역시,달서구,월배로93길,,active
왁썹,"인천광역시 남동구 서창남로 35, 4층 409호 일부호 (서창동)",,인천광역시,남동구,서창남로,,active
뷰스킨크리닉,"경상남도 창원시 마산합포구 동서동2길 33, 2층 일부호 (신포동2가)",,경상남도,창원시,마산합포구,,active
빛나율,"대구광역시 남구 대명로19길 30, 1층 (대명동)",,대구광역시,남구,대명로19길,,active
뷰티아라,"부산광역시 연제구 쌍미천로 169, 4층 일부호 (연산동)",,부산광역시,연제구,쌍미천로,,active
안온뷰티,"경기도 고양시 일산서구 킨텍스로 255, 일산 디엠시티 스카이뷰 근린생활시설 2층 205호 (대화동)",,경기도,고양시,일산서구,,active
휴,"인천광역시 미추홀구 미추홀대로734번길 31, 5층 (주안동)",,인천광역시,미추홀구,미추홀대로734번길,,active
나인,"서울특별시 강남구 언주로134길 35, 지상2층 202호 (논현동)",,서울특별시,강남구,언주로134길,,active
릴리윤,"경상남도 통영시 동문로 47, 1층 우측호 (정량동)",,경상남도,통영시,동문로,,active
슈엔로이 왁싱,"경기도 평택시 고덕중앙로 200-4, 우성고덕타워 509호 (고덕동)",,경기도,평택시,고덕중앙로,,active
예하에스테틱,"인천광역시 미추홀구 주안로 113, 덕진빌딩 2층 202 일부호 (주안동)",,인천광역시,미추홀구,주안로,,active
허니블리 에스테틱,"경기도 화성시 동탄대로21길 10, 지하1층 B119호 (영천동)",,경기도,화성시,동탄대로21길,,active
숲엔(N)스킨,"경기도 안산시 상록구 석호로 46, 2층 일부 (이동)",,경기도,안산시,상록구,,active
라포뷰티,"경기도 수원시 권선구 금곡로118번길 10, 일담타워 1층 116호 (금곡동)",,경기도,수원시,권선구,,active
르네르뷰티,"대구광역시 수성구 달구벌대로 3313, 1층 (사월동)",,대구광역시,수성구,달구벌대로,,active
코스모네이처 청주우암점,"충청북도 청주시 청원구 우암로 54, 1층 (우암동)",,충청북도,청주시,청원구,,active
더예쁜에스테틱,"충청북도 청주시 서원구 탑골로13번길 8-3, 1층 (산남동)",,충청북도,청주시,서원구,,active
마리뷰티,"충청북도 청주시 서원구 1순환로 684, 3층 (사창동)",,충청북도,청주시,서원구,,active
윤겸스킨케어,"부산광역시 동래구 복천로5번길 14, 상가동 2층 일부호 (복천동)",,부산광역시,동래구,복천로5번길,,active
쉼 테라피,"부산광역시 연제구 과정로 311, 2층 (연산동)",,부산광역시,연제구,과정로,,active
재아 뷰티앤컬러(JAEA BEAUTY&COLOR),"부산광역시 해운대구 센텀동로 25, 상가동 2층 227호 (우동, 대우월드마크센텀아파트)",,부산광역시,해운대구,센텀동로,,active
아름결 에스테틱,"부산광역시 연제구 쌍미천로161번길 3, 1층 (연산동, 명성빌라)",,부산광역시,연제구,쌍미천로161번길,,active
데자뷰메디스킨 대전점,"대전광역시 서구 대덕대로 223, 4층 403호 (둔산동)",,대전광역시,서구,대덕대로,,active
에스,"울산광역시 남구 대학로161번길 28, 2층 (무거동)",,울산광역시,남구,대학로161번길,,active
고스라니,"인천광역시 미추홀구 용정공원로 33, A-2동 2층 203호 (용현동, 인천 SK Sky VIEW)",,인천광역시,미추홀구,용정공원로,,active
봄 에스테틱,"인천광역시 연수구 선학로 90, 310호 (선학동, 아주아파트)",,인천광역시,연수구,선학로,,active
베리떼 에스테틱,"인천광역시 연수구 첨단대로 40, 에스파이브시티 3층 B308호 (송도동)",,인천광역시,연수구,첨단대로,,active
미슈가링,"경기도 시흥시 서울대학로278번길 61, 서영베니스스퀘어 2층 208호 (배곧동)",,경기도,시흥시,서울대학로278번길,,active
샵(#)곱다,"울산광역시 동구 월봉1가길 28, 101호 (방어동, 윤창아트빌리지)",,울산광역시,동구,월봉1가길,,active
나나앤뷰티,"서울특별시 서대문구 증가로 214, 1층 3호 (북가좌동)",,서울특별시,서대문구,증가로,,active
와이리왁싱,"울산광역시 중구 학성로 75, 2층 (성남동)",,울산광역시,중구,학성로,,active
바비뷰티,"울산광역시 중구 젊음의2거리 29, 웰컴시티 204호 (성남동)",,울산광역시,중구,젊음의2거리,,active
필테라피,"광주광역시 북구 삼정로 108, 상가 나동 1층 103호 (두암동, 현대아파트)",,광주광역시,북구,삼정로,,active
왁싱영 남자왁싱,"서울특별시 관악구 신사로 88, 4층 401호 (신림동)",,서울특별시,관악구,신사로,,active
언니네피부가게,"경기도 여주시 세종로40번길 13-11, 1층 101호 (창동)",,경기도,여주시,세종로40번길,,active
골드에스테틱,"서울특별시 동대문구 왕산로19마길 3, 1층 101호 (제기동, 태종빌하우스)",,서울특별시,동대문구,왕산로19마길,,active
유이즈뷰티,"강원특별자치도 원주시 우러리길 19-9, 1층 일부호 (단구동)",,강원특별자치도,원주시,우러리길,,active
썬 스킨앤바디,"경기도 파주시 문산읍 문산로 29, 2층",,경기도,파주시,문산읍,,active
나미스뷰티,"경기도 고양시 덕양구 지축로 74, 벨라미 6층 612호 (지축동)",,경기도,고양시,덕양구,,active
아름다운You,"충청북도 옥천군 옥천읍 삼양로 38-2, 3층",,충청북도,옥천군,옥천읍,,active
끌리메 강남사옥점,"서울특별시 강남구 선릉로115길 24, 3층 (논현동)",,서울특별시,강남구,선릉로115길,,active
오르네 스킨타이트닝,"대전광역시 유성구 지족로190번길 18, 노은새미래숲아파트 상가동 지상2층 202호 (지족동)",,대전광역시,유성구,지족로190번길,,active
올가드림뷰티 명지점,"부산광역시 강서구 명지국제8로 234, 121호 (명지동)",,부산광역시,강서구,명지국제8로,,active
수기명가,"경기도 부천시 소사구 경인로 494, 조양프라자 4층 401호 (괴안동)",,경기도,부천시,소사구,,active
예쁘리,"부산광역시 부산진구 전포대로200번길 44, 4층 (전포동)",,부산광역시,부산진구,전포대로200번길,,active
스위스퍼펙션스파,"서울특별시 중구 퇴계로 67, AK타워 B동 8층 (회현동1가)",,서울특별시,중구,퇴계로,,active
아프로디테,"경기도 시흥시 목감둘레로 253-5, 목감로얄팰리스2 2층 204호 (조남동)",,경기도,시흥시,목감둘레로,,active
엘리르,"경기도 안산시 단원구 고잔로 57-11, 센터하임오피스텔 204호 (고잔동)",,경기도,안산시,단원구,,active
비칠영에스테틱,"충청남도 천안시 서북구 월봉6길 30, 2층 (쌍용동)",,충청남도,천안시,서북구,,active
델린,"경기도 용인시 처인구 명지로60번길 37-10, 102호 (역북동)",,경기도,용인시,처인구,,active
여나경미드림,"경기도 시흥시 서울대학로264번길 26-9, 다인 로얄팰리스 배곧8차 3층 315호 (배곧동)",,경기도,시흥시,서울대학로264번길,,active
올가드림뷰티 삼천점,"전북특별자치도 전주시 완산구 백제대로 83, 상가2동 207호 (삼천동1가)",,전북특별자치도,전주시,완산구,,active
더지니뷰티,"대전광역시 대덕구 송촌북로36번길 36, 2층 203호 (송촌동)",,대전광역시,대덕구,송촌북로36번길,,active
뷰티호텔호성점,"전북특별자치도 전주시 덕진구 호성3길 14, 1층 일부호 (호성동1가)",,전북특별자치도,전주시,덕진구,,active
더예쁜날에스테틱,"전북특별자치도 익산시 마한로 119, 1층 (영등동)",,전북특별자치도,익산시,마한로,,active
비나스케어,"경기도 수원시 영통구 반달로7번길 40, 평익칼라스위트 5층 (영통동)",,경기도,수원시,영통구,,active
사계아로마,"제주특별자치도 서귀포시 안덕면 산방로 312, 2층",,제주특별자치도,서귀포시,안덕면,,active
노아,"경기도 안산시 상록구 충장로3길 34, 1층 일부 (본오동)",,경기도,안산시,상록구,,active
The조은뷰티,"광주광역시 남구 서문대로627번안길 18, 1층 (진월동)",,광주광역시,남구,서문대로627번안길,,active
온구름뷰티,"울산광역시 동구 화진7길 5, 1층 (화정동)",,울산광역시,동구,화진7길,,active
어바웃레이디,"경기도 광주시 고불로 73-77, 2층 (태전동)",,경기도,광주시,고불로,,active
북경에스테틱,"충청북도 청주시 청원구 충청대로 98, 한길빌딩 4층 402호 (율량동)",,충청북도,청주시,청원구,,active
가나다왁싱,"부산광역시 연제구 중앙천로14번길 17, 1층 일부호 (연산동)",,부산광역시,연제구,중앙천로14번길,,active
월영,"인천광역시 부평구 대정로 50, 풀하우스 1층 108호 (부평동)",,인천광역시,부평구,대정로,,active
빌리언스킨메이커,"서울특별시 성동구 성덕정길 61, 3층 302호 (성수동1가)",,서울특별시,성동구,성덕정길,,active
뷰티 앤 타이,"울산광역시 북구 신기13길 24, 지상3층 (매곡동)",,울산광역시,북구,신기13길,,active
송뷰티,"서울특별시 종로구 자하문로 273-1, B2층 (부암동)",,서울특별시,종로구,자하문로,,active
올리뷰티,"울산광역시 울주군 언양읍 방천9길 44, 1층",,울산광역시,울주군,언양읍,,active
무드온스튜디오,"충청남도 천안시 서북구 불당25로 176, 1층 136호 (불당동)",,충청남도,천안시,서북구,,active
케어천사,"전라남도 여수시 양지2길 16-2, 1층 (미평동)",,전라남도,여수시,양지2길,,active
뷔에고 에스테틱 김포점,"경기도 김포시 김포한강1로 230, 현대센트럴스퀘어 827호 (운양동)",,경기도,김포시,김포한강1로,,active
뷰티헤라,"경상남도 양산시 신명1길 9, 2층 (평산동)",,경상남도,양산시,신명1길,,active
쓰담,"충청북도 청주시 흥덕구 과상미로9번길 34, 1층 (봉명동)",,충청북도,청주시,흥덕구,,active
썬스킨,"경기도 수원시 권선구 세지로66번길 16, 1층 (권선동)",,경기도,수원시,권선구,,active
한결라인,"전라남도 강진군 군동면 진흥로 13, 2층 204호",,전라남도,강진군,군동면,,active
리그로브 왁싱(Regorve waxing),"대구광역시 달서구 당산로 149-1, 1층 (감삼동)",,대구광역시,달서구,당산로,,active
김성희 왁싱 앤 스킨,"서울특별시 양천구 중앙로32길 55, 2층 201호 일부호 (신정동)",,서울특별시,양천구,중앙로32길,,active
드림休7,"경기도 남양주시 다산중앙로146번길 12-10, 원픽프라자 2차 주1동 501호 (다산동)",,경기도,남양주시,다산중앙로146번길,,active
바른몸테라피,"경기도 파주시 경의로1240번길 14-5, 송림로데오프라자 603호 (와동동)",,경기도,파주시,경의로1240번길,,active
벨레나뷰티,"경기도 부천시 원미구 석천로177번길 21, 화이트밸리 601호 일부 (중동)",,경기도,부천시,원미구,,active
하루미보떼,"서울특별시 송파구 법원로4길 5, 송파법조타운푸르지오시티 지하1층 108호 (문정동)",,서울특별시,송파구,법원로4길,,active
티파니 피부&왁싱 마곡점,"서울특별시 강서구 마곡중앙6로 42, 사이언스타 4층 410호 (마곡동)",,서울특별시,강서구,마곡중앙6로,,active
고원장의 모공세척테라피 분당점,"경기도 성남시 분당구 장안로52번길 13, 지1층 일부호 (분당동)",,경기도,성남시,분당구,,active
이래서 에스테틱,"충청북도 청주시 흥덕구 강서로 121, 세솔타운 3층 303호 (강서동)",,충청북도,청주시,흥덕구,,active
약손수기센터마사지 망포점,"경기도 수원시 영통구 덕영대로 1470, 망포역 플래티넘베이스 8층 807호 (망포동)",,경기도,수원시,영통구,,active
솔레인스킨케어,"대구광역시 수성구 달구벌대로454길 8-2, 1층 (수성동1가)",,대구광역시,수성구,달구벌대로454길,,active
온맘테라피 응암점,"서울특별시 은평구 응암로 218, 2층 일부호 (응암동)",,서울특별시,은평구,응암로,,active
비아헤 에스테틱,"부산광역시 동래구 중앙대로1367번길 62-22, 2층 (온천동)",,부산광역시,동래구,중앙대로1367번길,,active
다올뷰티,"서울특별시 동작구 여의대방로 196, 2층 (대방동)",,서울특별시,동작구,여의대방로,,active
아름드리뷰티,"부산광역시 사하구 다대낙조1길 7, 가동 105, 110호 (다대동)",,부산광역시,사하구,다대낙조1길,,active
보떼뷰티,"충청남도 아산시 배방읍 월천8길 34-3, 1층 101호",,충청남도,아산시,배방읍,,active
이영 에스테틱,"경기도 화성시 동탄대로5길 21, 라크몽 3층 E321호 (송동)",,경기도,화성시,동탄대로5길,,active
약손바디힐 동탄본점,"경기도 화성시 동탄순환대로29길 52, 신세계프라자 지하1층 B05호 (영천동)",,경기도,화성시,동탄순환대로29길,,active
에즈블랑(동탄피부관리에즈블랑 롯데백화점동탄점),"경기도 화성시 동탄역로 160, 동탄역 롯데캐슬 2층 일부호 (오산동)",,경기도,화성시,동탄역로,,active
"늘,왁싱","경기도 화성시 병점노을4로 19, 골든스퀘어 Ⅰ 6층 615호 (병점동)",,경기도,화성시,병점노을4로,,active
씨앤제이뷰티,"경기도 의정부시 용현로 155, 산들마을길훈,신안,현대아파트 상가동 1층 119호 (민락동)",,경기도,의정부시,용현로,,active
쉼 그리고 예쁨,"인천광역시 연수구 먼우금로 69, 202일부호 (동춘동, 대동아파트)",,인천광역시,연수구,먼우금로,,active
우아뷰티,"부산광역시 금정구 수림로 6, 에스케이아파트 상가동 지하1층 지하01호 (부곡동)",,부산광역시,금정구,수림로,,active
제이와이(JY)티나에스테틱&엔젤인맘스,"울산광역시 북구 화산로 123, 골드테라스1 주건축물제1동 지상3층 303호 (송정동)",,울산광역시,북구,화산로,,active
